id,name,registry_code,favicon,is_unicorn,industries,business_types,lists,display_name,turnover,labour_taxes,employees,lq_turnover,lq_labour_taxes,lq_employees,ly_turnover,ly_labour_taxes,ly_employees,employees_change,turnover_change_percentage,labour_taxes_change_percentage,ly_employees_change,ly_turnover_change_percentage,ly_labour_taxes_change_percentage
a16277d9-3904-4302-a571-a8e46234cab6,QMINDER OÜ,12188138,/logos/static/12188138.ico,False,[],[],['ALL'],QMINDER OÜ,593.47,201020.11,19.0,563.70,172268.57,21.0,275612.20,114882.62,14.0,-2.0,5,17,5.0,-100,75
aef77b26-613b-47d9-89c9-8557fadd75b6,NEXD OÜ,11514601,/logos/static/11514601.webp,False,"['Marketing', 'Data & Analytics', 'Media']","['B2B2C', 'B2B']",['ALL'],NEXD,717010.24,129414.55,19.0,748433.78,136366.56,18.0,488932.48,103011.83,17.0,1.0,-4,-5,2.0,47,26
c6430cbd-9972-4800-ade3-60f8ed514935,NOW! INNOVATIONS TECHNOLOGY OÜ,12933843,,False,[],[],['ALL'],NOW! INNOVATIONS TECHNOLOGY OÜ,461340.02,112469.25,19.0,436616.26,108751.66,17.0,437675.89,99522.92,17.0,2.0,6,3,2.0,5,13
e04e73cd-060c-4cfd-83fa-c3faeacd9155,SOLARSTONE OÜ,12916046,/logos/static/12916046.webp,False,"['Software & Services', 'Cleantech', 'Proptech']","['B2B', 'B2C', 'B2B2C']",['ALL'],SOLARSTONE,273893.37,113287.82,19.0,572530.01,112766.72,19.0,404546.35,148487.79,25.0,0.0,-52,0,-6.0,-32,-24
7c2cd802-5711-4045-b6c6-7280e825b90d,CM GAMES OÜ,11617092,/logos/static/11617092.webp,False,[],[],['ALL'],CM GAMES OÜ,1538790.77,205247.59,18.0,2146791.59,164338.78,32.0,3164810.85,199546.94,33.0,-14.0,-28,25,-15.0,-51,3
9b28efd3-90b2-4770-bb95-405df9ee70b5,SENSUS SEPTIMA OÜ,14949989,/logos/static/14949989.ico,False,"['Defence', 'Software & Services']","['B2G', 'B2B']","['EstVCA2022', 'EstVCA2024', 'ALL', 'EstVCA2023']",SENSUSQ,265195.45,145355.76,18.0,6641.94,164602.84,21.0,74370.94,155546.57,22.0,-3.0,3893,-12,-4.0,257,-7
c8cf3dee-70a5-4c31-aa0a-74d22f218d02,DEGRITTER OÜ,14069277,/logos/static/14069277.webp,False,['Consumer Electronics & Appliances'],['B2B2C'],['ALL'],DEGRITTER,515672.79,68466.95,18.0,810297.60,65207.74,16.0,746611.01,54039.48,17.0,2.0,-36,5,1.0,-31,27
0415f080-2d71-4837-ac1f-430774c5beaf,3COMMAS TECHNOLOGIES OÜ,14125515,/logos/static/14125515.ico,False,"['Fintech', 'Software & Services']","['B2B2C', 'B2C', 'B2B']",['ALL'],3COMMAS,4245418.32,281830.73,17.0,3491421.25,279461.53,17.0,5636513.98,389634.77,22.0,0.0,22,1,-5.0,-25,-28
0a2bb96d-84e6-4e37-9b10-a4df79ff0c46,OPTIGON OÜ,14424376,/logos/static/14424376.ico,False,"['Transportation', 'Infrastructure & Logistics', 'Cleantech']","['B2B2C', 'B2B']","['EstVCA2022', 'EstVCA2024', 'EstVCA2023', 'Superangel', 'ALL', 'EstVCA2021']",VOK BIKES,551865.87,57256.47,16.0,396128.52,71486.40,14.0,192045.63,72096.52,16.0,2.0,39,-20,0.0,187,-21
17deb692-2b68-40af-ab82-f2fb54592c63,YAGA OÜ,14203706,/logos/static/14203706.webp,False,"['Consumer Services', 'E-commerce']",['C2C'],"['ALL', 'EstVCA2023', 'EstVCA2024', 'EstVCA2022']",YAGA,907422.34,99274.14,16.0,793373.44,87997.24,15.0,688233.84,88515.68,15.0,1.0,14,13,1.0,32,12
284371fa-f563-480e-bc1c-bad8605d1d01,SUPERHANDS OÜ,12643795,/logos/static/12643795.webp,False,"['Energy', 'Manufacturing', 'Telecommunication & Services']","['B2B', 'B2C', 'B2B2C']",['ALL'],SUPERHANDS,435570.13,44512.19,16.0,673529.23,62193.81,14.0,211007.34,51214.32,14.0,2.0,-35,-28,2.0,106,-13
845a9c25-fd7a-4b8e-b071-9c6d2837b346,WOOLA OÜ,14926072,/logos/static/14926072.webp,False,"['Cleantech', 'E-commerce', 'Manufacturing']",['B2B'],['ALL'],WOOLA,383736.48,113148.44,16.0,265872.21,101193.44,18.0,155973.44,75794.02,15.0,-2.0,44,12,1.0,146,49
0a593d81-bfc3-4e80-b047-28d8b6fb3761,POSITIUM OÜ,10883762,,False,[],[],['ALL'],POSITIUM OÜ,101011.51,49619.16,15.0,84979.13,25459.64,13.0,190354.13,69618.79,15.0,2.0,19,95,0.0,-47,-29
2ebdb328-3505-4bf6-8fe0-a344446f7527,CHANGE GROUP AS,14585955,/logos/static/14585955.webp,False,[],[],['ALL'],CHANGE GROUP AS,315730.33,116397.95,15.0,259718.78,116062.82,15.0,48699.05,120328.04,15.0,0.0,22,0,0.0,548,-3
77ec791e-06cc-4026-a475-5923bc72acb9,STAR CLOUD OÜ,12731921,/logos/static/12731921.webp,False,"['Manufacturing', 'Software & Services', 'Edtech']","['B2B2C', 'B2B']",['ALL'],OPIQ,711743.64,63454.29,15.0,774974.63,57439.50,15.0,642788.26,55437.14,14.0,0.0,-8,10,1.0,11,14
a5ebc532-2839-4731-92b8-cd4908cb5ff7,MCF GROUP ESTONIA OÜ,14069314,,False,"['Telecommunication & Services', 'Proptech', 'Data & Analytics']",['B2B'],['ALL'],MCF,706502.50,107489.44,15.0,659008.82,162900.14,16.0,656140.91,160958.39,28.0,-1.0,7,-34,-13.0,8,-33
d9f5ad70-92a2-48a9-a1ea-d6c2ab5b3977,CITYBEE EESTI OÜ,14646800,/logos/static/14646800.ico,False,['Transportation'],['B2C'],['ALL'],CITYBEE,3253578.07,69532.87,15.0,3853583.42,68391.43,16.0,2320853.33,67393.79,19.0,-1.0,-16,2,-4.0,40,3
17175007-bf07-492e-aece-297ca3c1e32b,BETTER MEDICINE OÜ,16093156,,False,"['Medical Devices', 'Science Tools & Services', 'Healthcare']","['B2B', 'B2G']","['EstVCA2023', 'ALL', 'EstVCA2021', 'EstVCA2022', 'Superangel', 'EstVCA2024']",BETTER MEDICINE,12594.71,64730.52,14.0,1975.51,73932.39,12.0,30851.45,72349.26,11.0,2.0,538,-12,3.0,-59,-11
86bfa926-4658-40c2-b039-e2522c3070aa,ALFRED & PARTNERS OÜ,11927875,/logos/static/11927875.webp,False,[],[],['ALL'],ALFRED & PARTNERS OÜ,1246951.47,81954.74,14.0,689092.48,71296.29,14.0,736572.80,64018.18,13.0,0.0,81,15,1.0,69,28
a9cf5870-06a3-4641-8197-6c7412f3fd26,RENDIN OÜ,14672861,/logos/static/14672861.webp,False,"['Fintech', 'Legaltech', 'Proptech']","['B2B2C', 'B2C']","['ALL', 'EstVCA2023', 'EstVCA2024']",RENDIN,194566.10,107231.43,14.0,131885.16,95986.04,19.0,150917.68,100507.89,20.0,-5.0,48,12,-6.0,29,7
d9821ea6-2584-4092-9e87-d55733fa908c,REMATO SOLUTIONS OÜ,14536402,/logos/static/14536402.ico,False,"['Software & Services', 'Construction']",['B2B'],"['EstVCA2022', 'EstVCA2024', 'EstVCA2023', 'Superangel', 'ALL', 'EstVCA2021']",REMATO,388879.09,86068.54,14.0,424023.79,79397.65,13.0,273842.93,52918.56,9.0,1.0,-8,8,5.0,42,63
06267331-b543-4e97-b97f-ba9074f38a39,FIIZY OÜ,12694462,/logos/static/12694462.webp,False,"['E-commerce', 'Data & Analytics', 'Fintech']",['B2B2C'],['ALL'],FIIZY,2720604.16,119236.49,13.0,3307183.52,112689.58,13.0,2473879.63,113519.64,15.0,0.0,-18,6,-2.0,10,5
0e1d4b4c-0a7c-4c3f-ac07-d5bec1ec8c90,LIGHTCODE PHOTONICS OÜ,16027647,,False,"['Deep tech', 'Hardware & Electronic Equipment', 'Engineering']",['B2B'],"['EstVCA2022', 'EstVCA2020', 'EstVCA2024', 'EstVCA2023', 'Superangel', 'ALL', 'EstVCA2021']",LIGHTCODE PHOTONICS,7660.75,118382.98,13.0,4478.16,39684.52,13.0,342.00,146684.31,15.0,0.0,71,198,-2.0,2140,-19
32cf4697-2492-4c24-8b4b-a2b1403447cb,ARBONICS OÜ,16462041,,False,"['Forestry & Paper', 'Software & Services', 'Cleantech']",['B2B'],"['EstVCA2024', 'EstVCA2023', 'ALL']",ARBONICS,250842.60,121284.41,13.0,262658.71,118432.64,12.0,17014.11,36199.05,8.0,1.0,-4,2,5.0,1374,235
40196d9b-21e0-4610-a80d-498a4eb2dd36,TRAFFIC CONTROL OÜ,11501857,,False,['Fintech'],['B2C'],['ALL'],CREDY,1820543.56,79773.94,13.0,2252615.25,79675.69,13.0,2477853.44,79637.83,13.0,0.0,-19,0,0.0,-27,0
9a4fd12f-75a4-4e97-91a8-33cfb82e131f,BIKEEP OÜ,12351012,/logos/static/12351012.webp,False,[],[],['ALL'],BIKEEP OÜ,255389.96,63410.92,13.0,236099.32,51563.24,14.0,346942.82,94493.57,24.0,-1.0,8,23,-11.0,-26,-33
c05bc100-20a5-47b8-8d9e-4f067cab36a2,LINGVIST TECHNOLOGIES OÜ,12397511,/logos/static/12397511.ico,False,['Edtech'],['B2C'],"['EstVCA2023', 'ALL', 'EstVCA2024']",LINGVIST,582143.14,83108.35,13.0,714283.72,78537.20,14.0,701084.99,150723.12,21.0,-1.0,-18,6,-8.0,-17,-45
d2524c14-cd07-45c3-a2f2-c5c3fc36d2a1,RINGO ECO OÜ,16092837,,False,"['Cleantech', 'Retail', 'Infrastructure & Logistics']",['B2B2C'],"['Superangel', 'ALL', 'EstVCA2021', 'EstVCA2022', 'EstVCA2024', 'EstVCA2023']",RINGO,52474.22,27736.87,13.0,87150.48,31600.11,13.0,113261.01,33039.71,15.0,0.0,-40,-12,-2.0,-54,-16
f7c9f306-bdf0-4b62-9b85-ac2c1f06984f,TIMBETER OÜ,12578543,,False,[],[],"['EstVCA2024', 'EstVCA2019', 'ALL', 'EstVCA2022', 'EstVCA2020', 'EstVCA2021', 'EstVCA2023']",TIMBETER,592214.02,72682.91,13.0,226397.80,77266.59,13.0,254472.49,59933.10,17.0,0.0,162,-6,-4.0,133,21
32d22fc1-ce7b-4b96-ae5e-a985dc4ba105,BAUHUB OÜ,12979880,,False,[],[],['ALL'],BAUHUB OÜ,391736.51,130852.13,12.0,466828.40,82175.22,12.0,349073.06,92373.79,11.0,0.0,-16,59,1.0,12,42
9712ffd0-9f61-4885-b6a2-f1d98722572b,SENDSMAILY OÜ,12837097,/logos/static/12837097.webp,False,"['Software & Services', 'Telecommunication & Services', 'Data & Analytics']","['B2B2C', 'B2C']",['ALL'],SMAILY EMAIL MARKETING AND AUTOMATION,448349.68,94180.27,12.0,396282.51,75534.09,12.0,430019.24,94694.48,13.0,0.0,13,25,-1.0,4,-1
a312f15f-1329-47af-bb09-10cfa5b3a781,CARA HEALTH OÜ,16497362,,False,"['Digital Health', 'E-commerce', 'Healthcare']","['B2B', 'B2C']","['EstVCA2024', 'ALL', 'EstVCA2023']",CARÁ HEALTH,20276.37,29764.93,12.0,17143.88,30082.50,11.0,18585.16,12747.55,6.0,1.0,18,-1,6.0,9,133
b380a8e7-472e-4200-b393-27945d972efa,DREAMAPPLY OÜ,11417364,/logos/static/11417364.webp,False,[],[],['ALL'],DREAMAPPLY OÜ,1315378.19,75417.32,12.0,784458.98,75129.22,13.0,947306.79,62610.39,14.0,-1.0,68,0,-2.0,39,20
122cb03d-0c84-4286-9506-2726c92a3654,EZIIL PRODUCTION INTELLIGENCE OÜ,12968965,/logos/static/12968965.ico,False,"['Software & Services', 'Engineering']",['B2B'],"['Superangel', 'ALL']",EZIIL PRODUCTION INTELLIGENCE OÜ,143981.90,54132.29,11.0,169874.73,47596.10,11.0,119844.45,54242.29,12.0,0.0,-15,14,-1.0,20,0
217c8d53-fb09-47e5-96d0-8245ea1bc6bf,GUESTJOY OÜ,12710770,/logos/static/12710770.webp,False,[],[],"['EstVCA2022', 'EstVCA2019', 'EstVCA2021', 'ALL', 'EstVCA2023', 'EstVCA2024', 'EstVCA2020']",GUESTJOY OÜ,369.60,103658.31,11.0,795.60,93437.08,12.0,73268.09,87022.74,11.0,-1.0,-54,11,0.0,-99,19
22c77878-7781-44c6-949b-69a29776f052,OÜ MINDSPA,14092589,/logos/static/14092589.webp,False,"['Entertainment', 'Healthcare', 'Wellness']","['B2C', 'B2B']",['ALL'],SYNCTUITION OÜ,,517.12,11.0,,15.99,11.0,131031.26,21592.45,14.0,0.0,,3134,-3.0,,-98
3f16b02d-e66e-4bda-a5da-1b7b272da0cd,MOBI LAB OÜ,12523996,,False,[],[],['ALL'],MOBI LAB OÜ,163969.09,61615.60,11.0,162373.39,80049.16,11.0,348294.97,123269.90,21.0,0.0,1,-23,-10.0,-53,-50
43205225-8d6a-4ca3-9ab6-0459a8bd7454,NODESWAT OÜ,12393111,/logos/static/12393111.webp,False,[],[],['ALL'],NODESWAT,268452.12,67950.44,11.0,218645.94,73765.32,11.0,354414.83,84921.73,10.0,0.0,23,-8,1.0,-24,-20
45c377d4-ecaa-4cb0-a217-9a63233d239e,HEDGEHOG OÜ,12074423,,False,[],[],['ALL'],HEDGEHOG OÜ,181391.88,44802.98,11.0,244662.15,38426.89,11.0,235896.92,38647.88,12.0,0.0,-26,17,-1.0,-23,16
621533d0-dac9-41e2-b57b-46c7eb024c4f,7 FIGURES OÜ,14315718,/logos/static/14315718.webp,False,"['Software & Services', 'Media', 'Marketing']",['B2B'],['ALL'],MOTHERLINK,1607590.04,65619.31,11.0,1408231.14,77476.67,13.0,914633.83,92576.11,17.0,-2.0,14,-15,-6.0,76,-29
ca4f6807-9728-4e2c-8d78-b16df57b00f6,FINTECH MARKET OÜ,14571120,,False,"['Fintech', 'Software & Services']","['B2B', 'B2B2C']",['ALL'],FINTECH-MARKET,266167.82,47554.07,11.0,260799.81,45002.38,10.0,246083.04,50285.14,10.0,1.0,2,6,1.0,8,-5
06efd5fe-6972-4bef-93a4-0eb4b86eeec9,OÜ EYEVI TECHNOLOGIES,16007429,/logos/static/16007429.webp,False,"['Road & Rail', 'Construction', 'Data & Analytics']",['B2B'],"['EstVCA2021', 'ALL', 'Superangel', 'EstVCA2023', 'EstVCA2024', 'EstVCA2022']",EYEVI TECHNOLOGIES,303269.37,198310.56,10.0,468463.72,88900.73,10.0,397505.87,48317.16,19.0,0.0,-35,123,-9.0,-24,310
3c10c1f9-4a1f-44f7-b0cb-ebc0d5f24d17,TOPIA OÜ,12667399,/logos/static/12667399.webp,False,[],[],['ALL'],TOPIA,517096.73,151114.81,10.0,443334.78,110827.89,13.0,774161.78,206342.62,15.0,-3.0,17,36,-5.0,-33,-27
63d61da4-a9f6-4d04-85f4-d136f51ee7cd,MERKUUR OÜ,11544602,,False,['Edtech'],"['B2B2C', 'B2G', 'B2B']",['ALL'],MERKUUR OÜ / MOBILE WORKSHOPS,25515.92,4442.64,10.0,21933.40,7892.93,10.0,32092.60,6627.87,10.0,0.0,16,-44,0.0,-20,-33
6cc2b1e0-afe7-4497-bec6-883fa871046b,OÜ HUGO,12821618,/logos/static/12821618.webp,False,"['Legaltech', 'Software & Services']","['C2C', 'B2B']","['Superangel', 'EstVCA2022', 'ALL', 'EstVCA2021', 'EstVCA2024', 'EstVCA2023', 'EstVCA2020']",HUGO.LEGAL,262779.99,34060.06,10.0,206903.66,6688.43,11.0,355799.09,3213.54,3.0,-1.0,27,409,7.0,-26,960
90cebb72-183a-425a-938b-b191371b68bc,JOBBATICAL OÜ,12671900,/logos/static/12671900.ico,False,"['E-commerce', 'Software & Services', 'Consumer Services', 'Retail']",['B2B2C'],"['EstVCA2024', 'EstVCA2023', 'ALL', 'EstVCA2022']",JOBBATICAL,1451417.95,156557.61,10.0,1608506.63,128377.48,17.0,1303508.97,155231.07,20.0,-7.0,-10,22,-10.0,11,1
a63ad63f-4004-415c-9c41-db08ac286d09,REBELROAM OÜ,12933932,/logos/static/12933932.webp,False,"['Telecommunication & Services', 'Transportation', 'Software & Services']","['B2B2C', 'B2B']",['ALL'],REBELROAM OÜ,1342616.02,64404.47,10.0,1242124.81,47449.99,10.0,1680455.67,47740.90,9.0,0.0,8,36,1.0,-20,35
1a43a76e-3f45-4962-aaef-c03c246f5d9e,UPSTEAM EESTI OÜ,14202546,/logos/static/14202546.webp,False,"['Software & Services', 'Transportation', 'Automotive']",['B2B'],"['ALL', 'Superangel']",FLEETFOX,55801.77,44684.74,9.0,-201289.33,48468.78,9.0,312293.07,37201.89,8.0,0.0,-128,-8,1.0,-82,20
3d7c976a-5773-48fb-b705-3d1cacf56793,THINNECT OÜ,12925756,/logos/static/12925756.webp,False,"['Telecommunication & Services', 'Software & Services']",['B2B'],"['ALL', 'EstVCA2024', 'EstVCA2023']",THINNECT,115930.43,9283.65,9.0,40785.76,64197.39,9.0,133293.05,30285.67,11.0,0.0,184,-86,-2.0,-13,-69
602d6ef0-93af-436d-84e2-1fd1d9c17d6e,"LDIAMON, AS",11151848,,False,[],[],['ALL'],"LDIAMON, AS",518914.26,61221.70,9.0,584281.01,44910.25,10.0,658874.46,69896.76,10.0,-1.0,-11,36,-1.0,-21,-12
73913eaf-cf23-484b-90c7-695cccb0a084,EDUMUS EDUCATION OÜ,14964473,/logos/static/14964473.webp,False,['Edtech'],['B2B'],['ALL'],EDUMUS,,2637.42,9.0,,419.17,6.0,,3273.83,1.0,3.0,,529,8.0,,-19
7c610b28-5413-472e-a1b7-c7fc0c7830d4,3D TECHNOLOGIES R&D AS,11288613,,False,[],[],['ALL'],3D TECHNOLOGIES R&D AS,57335.36,9425.79,9.0,4864.77,4735.48,8.0,13733.76,3846.21,9.0,1.0,1079,99,0.0,317,145
833ba022-c3bb-4a44-a42b-9fc6625d0dd2,HEPTA GROUP AIRBORNE OÜ,14311560,,False,"['Cleantech', 'Data & Analytics', 'Energy']","['B2B', 'B2G']",['ALL'],HEPTA AIRBORNE (ESTONIA),275513.81,29515.52,9.0,445305.19,27846.07,7.0,184480.76,48506.84,9.0,2.0,-38,6,0.0,49,-39
8803065a-a36d-4cfe-87cd-8d17ea1c419c,RECRUITMENT SOFTWARE OÜ,14936047,,False,['Human Resource & Employment'],"['B2G', 'B2B']","['EstVCA2023', 'Superangel', 'ALL', 'EstVCA2021', 'EstVCA2022', 'EstVCA2024']",RECRUITLAB,275948.11,68490.32,9.0,250130.95,57822.99,9.0,189456.18,54544.41,8.0,0.0,10,18,1.0,46,26
b34cba56-bbed-4b72-9d27-ee701c7715a4,CRYSTALSPACE OÜ,12564073,/logos/static/12564073.webp,False,['Deep tech'],"['B2B', 'B2B2C']",['ALL'],CRYSTALSPACE OÜ,451425.15,29027.61,9.0,76282.30,22209.28,6.0,294300.21,12347.33,8.0,3.0,492,31,1.0,53,135
d435bd80-79b5-42b7-8358-e637b81a09d6,ROLLER ÄRITARKVARA OÜ,12235464,/logos/static/12235464.webp,False,[],[],['ALL'],ROLLER ÄRITARKVARA OÜ,94500.45,26581.35,9.0,75233.80,25934.78,5.0,83902.07,25948.56,6.0,4.0,26,2,3.0,13,2
e0ab8f6d-1400-4686-bf49-2a625ef8891e,MYDELLO OÜ,14582031,,False,"['Road & Rail', 'Aerospace', 'Transportation']",['B2B'],['ALL'],MYDELLO,1903360.49,58801.85,9.0,1958068.31,79007.07,10.0,1078126.41,75433.21,12.0,-1.0,-3,-26,-3.0,77,-22
0148d252-2cfc-4fa2-b375-47a50c451914,MEDIAMODIFIER OÜ,14658111,/logos/static/14658111.webp,False,"['Media', 'Software & Services', 'Marketing']","['B2B2C', 'B2B', 'B2C']",['ALL'],MEDIAMODIFIER,128452.04,37005.58,8.0,175839.80,42137.16,8.0,135362.85,33173.81,10.0,0.0,-27,-12,-2.0,-5,12
1db0b47a-afa8-4a51-88e9-0764b47e451c,COURSY TECHNOLOGY OÜ,14699729,/logos/static/14699729.ico,False,"['Human Resource & Employment', 'E-commerce']","['B2B2C', 'B2G', 'B2B']",['ALL'],COURSY.IO,187990.92,45998.51,8.0,164176.59,45216.80,9.0,169395.68,38745.90,7.0,-1.0,15,2,1.0,11,19
214313a4-da2b-4a9e-a3be-bbd7c35a85b3,DRIVEX TECHNOLOGIES OÜ,14874493,/logos/static/14874493.ico,False,"['Automotive', 'Deep tech']","['B2C', 'B2G', 'B2B']","['EstVCA2022', 'EstVCA2024', 'EstVCA2023', 'ALL']",DRIVEX TECHNOLOGIES,123002.90,50322.01,8.0,118879.10,42068.68,8.0,87594.77,44141.55,9.0,0.0,3,20,-1.0,40,14
2f43f4db-bb54-44f9-bfbc-18e9ee56ddb7,SNACKABLE OÜ,14798042,,False,[],[],"['ALL', 'EstVCA2021']",SNACKABLE OÜ,550897.46,295462.74,8.0,362714.67,114155.35,8.0,557041.67,304466.58,9.0,0.0,52,159,-1.0,-1,-3
8d097b11-8ddf-41a3-bb47-d89e15e3fd39,CACHET OÜ,14560702,/logos/static/14560702.webp,False,"['Fintech', 'Data & Analytics']","['B2B2C', 'B2C']",['ALL'],CACHET,621915.65,57039.83,8.0,624212.86,52493.77,5.0,584268.99,48198.96,5.0,3.0,0,9,3.0,6,18
933aabc7-92f5-42d3-9efc-a1d8023623cf,GOSWIFT OÜ,10673059,/logos/static/10673059.ico,False,[],[],['ALL'],GOSWIFT OÜ,82264.30,33748.72,8.0,194544.36,38423.04,9.0,611094.63,46879.18,10.0,-1.0,-58,-12,-2.0,-87,-28
9a73ec2c-850c-4d13-a37e-0bf4f417adc1,OÜ FITLAP,12780210,/logos/static/12780210.webp,False,"['Wellness', 'Healthcare']",['B2C'],['ALL'],FITLAP OÜ,247601.73,39687.08,8.0,201189.96,38533.63,9.0,221011.74,30937.49,8.0,-1.0,23,3,0.0,12,28
9afbbd99-14dd-488d-bdee-7db91569bcdf,SKYSELECT OÜ,12195724,/logos/static/12195724.webp,False,['Software & Services'],['B2B'],['ALL'],SKYSELECT,354335.38,142365.60,8.0,385515.28,122139.23,16.0,500747.08,101906.07,17.0,-8.0,-8,17,-9.0,-29,40
a1a8323d-ff2b-4706-aeb9-00b28d625256,TOGGL OÜ,11346813,,False,[],[],['ALL'],TOGGL OÜ,7720034.82,87303.92,8.0,6011193.92,82184.60,8.0,6853066.90,85670.77,8.0,0.0,28,6,0.0,13,2
acdb222b-a08e-4258-acb1-988ac1131687,OYE NETWORK OÜ,12258206,/logos/static/12258206.webp,False,[],[],['ALL'],OYE NETWORK OÜ,161709.53,50488.84,8.0,106132.77,53647.52,9.0,115422.48,69440.19,10.0,-1.0,52,-6,-2.0,40,-27
b91afc94-2c51-4acc-94b8-21fe3d657101,BIDRENT OÜ,14446981,/logos/static/14446981.webp,False,"['Software & Services', 'Cleantech', 'Proptech']",['B2B'],['ALL'],BIDRENTO,123317.49,67167.32,8.0,118761.09,58756.18,10.0,152528.84,70767.80,10.0,-2.0,4,14,-2.0,-19,-5
c013b9af-924a-44a9-86f8-4b3f632a1c4f,REVERSE RESOURCES OÜ,12675453,/logos/static/12675453.webp,False,"['Manufacturing', 'Data & Analytics']",['B2B'],['ALL'],REVERSE RESOURCES,463963.97,49664.28,8.0,,39958.29,6.0,62604.00,33468.40,5.0,2.0,,24,3.0,641,48
c79387a5-8d5a-482f-8fd7-f7f1a8abc8fe,BOTGUARD OÜ,14847036,/logos/static/14847036.webp,False,"['Software & Services', 'Telecommunication & Services']",['B2B'],"['EstVCA2024', 'EstVCA2023', 'ALL']",BOTGUARD,9448518.40,123326.50,8.0,2000012.77,107484.05,7.0,734528.07,245885.65,6.0,1.0,372,15,2.0,1186,-50
cb6a8858-9c45-478b-b015-60215ddccd8e,VIVEO HEALTH OÜ,14351223,/logos/static/14351223.webp,False,"['Fintech', 'Data & Analytics', 'Healthcare']",['B2B'],['ALL'],VIVEO HEALTH,4252.23,74489.52,8.0,1876.30,87779.20,9.0,3440.36,81581.41,8.0,-1.0,127,-15,0.0,24,-9
e0ca3322-cd49-4e0f-9230-bbbec5cdc4ba,GRIDIO 2.0 OÜ,14494626,/logos/static/14494626.webp,False,['Energy'],"['B2B2C', 'B2C']","['EstVCA2021', 'EstVCA2019', 'EstVCA2022', 'EstVCA2020', 'EstVCA2024', 'EstVCA2023', 'ALL']",GRIDIO,31074.54,84833.67,8.0,20959.57,38163.18,7.0,4453.18,33166.56,9.0,1.0,48,122,-1.0,598,156
ebcd6ee1-8b62-41cd-81e3-cc0483841c28,NEVERCODE OÜ,12879240,/logos/static/12879240.ico,False,['Software & Services'],['B2B'],['ALL'],NEVERCODE,3102091.07,56077.88,8.0,305766.57,51733.87,8.0,146283.16,41598.25,6.0,0.0,915,8,2.0,2021,35
f67f7cb8-86b5-4d4d-9a17-2ebf05727d31,VALUESPACE OÜ,16481438,,False,[],['B2B'],"['ALL', 'EstVCA2024', 'EstVCA2023', 'Superangel']",VALUE.SPACE,89542.23,80928.52,8.0,127302.53,129761.37,8.0,107351.86,95142.69,11.0,0.0,-30,-38,-3.0,-17,-15
fe1b1a83-6bd0-4355-9547-8472f42e60bd,SCALABLE HOSTING SOLUTIONS OÜ,14652605,/logos/static/14652605.ico,False,['Software & Services'],['B2C'],['ALL'],SCALACUBE,1409309.09,53231.91,8.0,1239652.98,44164.30,9.0,1628638.07,32330.66,9.0,-1.0,14,21,-1.0,-13,65
fef97262-c638-4db5-9a2b-27833f9ee0a8,GANTTIC OÜ,11979702,/logos/static/11979702.ico,False,[],[],['ALL'],GANTTIC OÜ,214727.59,40233.25,8.0,186145.31,41805.54,7.0,186987.72,41600.09,8.0,1.0,15,-4,0.0,15,-3
0b9ee7dd-eeea-4191-9177-2d1dce2d2361,SPACEIT OÜ,12873236,/logos/static/12873236.webp,False,"['Software & Services', 'Data & Analytics', 'Aerospace']","['B2B2C', 'B2B']",['ALL'],SPACEIT,326876.38,71358.39,7.0,265405.92,76387.74,7.0,172363.14,65115.59,8.0,0.0,23,-7,-1.0,90,10
3609f2b1-aaee-4adf-bfaa-eac7ac35a306,WORKLAND ESTONIA OÜ,14017731,,False,[],[],"['EstVCA2020', 'EstVCA2024', 'EstVCA2019', 'EstVCA2021', 'ALL', 'EstVCA2022', 'EstVCA2023']",WORKLAND ESTONIA OÜ,262762.59,66176.81,7.0,338630.48,29396.54,8.0,241301.18,42706.64,9.0,-1.0,-22,125,-2.0,9,55
5752fe35-674c-4dbf-bdef-b9e3275e020f,DERMTEST OÜ,12493982,/logos/static/12493982.ico,False,"['Healthcare', 'Software & Services']","['B2B2C', 'B2G', 'B2B']",['ALL'],DERMTEST OÜ,40127.84,20007.37,7.0,38806.24,30150.18,6.0,37758.37,29190.83,7.0,1.0,3,-34,0.0,6,-31
8e7f6f8e-6744-4101-b921-0aaecfc0cf22,VISEVEN EUROPE OÜ,12627365,,False,[],[],['ALL'],VISEVEN,8359248.64,53432.97,7.0,9922111.76,56687.45,7.0,7450557.97,54841.72,9.0,0.0,-16,-6,-2.0,12,-3
8fe146dd-8fa2-427b-a9bd-ba5464237f67,OÜ REWILD,12496911,/logos/static/12496911.webp,False,"['Data & Analytics', 'Transportation', 'Construction']","['B2G', 'B2B']",['ALL'],REWILD,104764.51,10420.13,7.0,89260.00,9594.05,7.0,51450.00,9082.60,5.0,0.0,17,9,2.0,104,15
987fc80b-41a1-4a31-a093-beb14c411fc6,ALPA KIDS OÜ,14547512,/logos/static/14547512.webp,False,"['Edtech', 'Media']","['B2B', 'B2C', 'B2G']",['ALL'],ALPA KIDS,69288.53,20416.54,7.0,46208.30,21733.54,7.0,72482.90,13852.95,8.0,0.0,50,-6,-1.0,-4,47
