id|company|is_unicorn|industries|display_name|turnover|employees|employees_change|turnover_change_percentage
2a6833f7-f8bf-48d7-8415-e95b3994d770|TRUMPAUTO OÜ|False|['Consumer Services', 'Automotive', 'Software & Services']|TRUMPAUTO|23138.22|1.0|0.0|-21
3528f233-2916-4aff-bd85-2ccd8951322e|VAHVA SOLUTIONS OÜ|False|['Healthcare', 'Medical Devices']|I CAN GRAB / VAHVA SOLUTIONS|7519.67|1.0|0.0|84
394a1006-fd50-492d-9c3b-00026036de9d|OPTIMYSE OÜ|False|['Human Resource & Employment', 'Software & Services', 'Research & Consulting']|OPTIMYSE|122967.13|1.0|-1.0|9
4f0764ef-430a-4b77-807e-9a336a448c04|SWIFTMADE OÜ|False|['Software & Services']|APPKEEP|135257.07|1.0|0.0|13
53bfca2e-daa9-4450-8b30-c54e34b55b6c|SINULAB OÜ|False|['Wellness', 'Human Resource & Employment', 'Software & Services']|SINUAB|16665.42|1.0|0.0|-5
6da59188-2c6a-41f7-9e9f-f8f9dfdbdd68|AS BANKISH|False|['Software & Services', 'Fintech']|BANKISH|101847.89|1.0|0.0|-42
73d98e9c-f9cc-465b-99ef-d245c7cc7c14|PAGERR OÜ|False|['Forestry & Paper', 'E-commerce', 'Cleantech']|PAGERR|60891.86|1.0|-1.0|-52
7a9df96e-35c5-4330-a762-31ed64400a79|APARTNE OÜ|False|['Telecommunication & Services', 'Software & Services']|RIDLINE|23630.89|1.0|0.0|281
9ab31143-5258-4e11-8b4e-0fe33acb63b6|MODUULO OÜ|False|['Software & Services', 'Fintech']|MODUULO||1.0|-1.0|
a8ce4fbd-daaa-4c8c-ba6d-79a959d8bf6a|CONTENTQUO OÜ|False|['Software & Services', 'Data & Analytics']|CONTENTQUO|196277.81|1.0|0.0|-19
ae06b568-00bf-48fb-b606-f485d22d9a86|SWAPSMART OÜ|False|['Consumer Services', 'Transportation', 'Telecommunication & Services']|SMARTSWAP|60530.78|1.0|0.0|163
bd17fb27-17ae-40f2-92d6-24bdbae0e05b|B2B TRADE OÜ|False|['Transportation']|CITY CARRIER|278194.84|1.0|0.0|102
c25744ae-d523-4414-a528-9a657a2ef7be|YORSO EUROPE OÜ|False|['Software & Services', 'Agriculture, Aquaculture & Agritech']|YORSO|238047.21|1.0|0.0|74
cd9f8169-2cc2-4e6a-b26e-bf93a2090a1b|FESTERA BIOBOXES OÜ|False|['Biotechnology']|WASTEFOX||1.0|0.0|
db6c1837-49e6-4968-b86c-514a41b23cd7|VIDEOCV OÜ|False|['Software & Services', 'Human Resource & Employment']|VIDEOCV OÜ|15065.00|1.0|0.0|59
de813f22-384e-4fa7-8c54-856f89864167|REMOTELY OÜ|False|['Software & Services', 'Edtech']|REMOTELY|499.00|1.0|0.0|
ead9b5d6-7de7-4826-b824-650358d83a0a|FRIEDEGGGAMES OÜ|False|['Software & Services']|FRIEDEGGGAMES OU|50898.14|1.0|0.0|-2
f0bc8359-beef-4a27-8dd4-4ac610ee5719|MOBINNER OÜ|False|['Software & Services']|MOBINNER|1678.11|1.0|0.0|-53
f41a769f-460c-4c1f-83e0-b3162557b210|ONDEMAND APPS OÜ|False|['Transportation', 'Software & Services']|ONDE|4140745.57|1.0|0.0|2
fd4f6b2d-83b0-478f-8003-62ca868f67cb|FENIKS GAMING OÜ|False|['Software & Services']|FENIKS GAMING OÜ||1.0|0.0|
00d99ca9-5920-4ddc-a0e6-9989d7fa9137|REXXBN OÜ|False|['Fintech', 'Software & Services']|REXXBN|13560.00|||-41
021a4ea1-2b76-4dbd-8b87-31e7119c9edb|CONSCIOUS INITIATIVE OÜ|False|['Edtech', 'Healthcare', 'Manufacturing']|WELLNESS ORBIT (COMPANY NAME: CONSCIOUS INITIATIVE PLC)|2506.80|||712
05574390-ff4c-4784-8bb2-a66d5ce5a89c|C-YBER OÜ|False|['Data & Analytics', 'Software & Services']|C-YBER|48800.00|||22
0578561d-303b-45e0-b4ce-904735f757e3|CHRIS THOMPSON OÜ|False|['Software & Services']|NEUROACTIVE AI|2235.92|||-75
09bb6de5-16e5-48fd-9be1-f460170b9bb4|VUUHH OÜ|False|['Software & Services', 'Manufacturing']|VUUHH||||
0cd11f1e-a6b1-4b3b-a7e2-c7a4fe625aef|MEMBERSE OÜ|False|['Software & Services', 'E-commerce', 'Entertainment']|MEMBERSE|23.97|||
0e1086b1-ba12-4281-b0ba-32491cff555c|VUMONIC DATALABS OÜ|False|['Software & Services']|VUMONIC - A NEXT-GEN AI DRIVEN MARKET INTELLIGENCE COMPANY|10891.91|||
10f667c0-c3e7-41b9-8705-db4e94d1aebd|APPTASTIC OÜ|False|['Software & Services']|APPTASTIC|1076.86|||-87
1106a2cc-cc04-45b6-b67b-7b55e4ad8ce2|OÜ SHOPERB|False|['Software & Services']|SHOPERB|1062.78|||-65
13c32dd4-f2f6-4b82-8db9-12ae5a5b901d|HALA DIGITAL OÜ|False|['Software & Services']|HALA.AI|1687.21|||21
147710a8-bf29-413f-ad79-035cfe1cc880|WAGECAN EUROPE OÜ|False|['Fintech', 'Software & Services']|WAGECAN||||
16bd3304-d380-40c2-8213-c0996748e850|WISEDRIVE OÜ|False|['Software & Services', 'Consumer Services']|WISEDRIVE||||
1b297b5d-060e-4628-8340-9d164a2463d6|TALLINN2EUROPE ENTERPRISES OÜ|False|['Food, Beverage & Tobacco', 'Engineering', 'Software & Services']|TALLINN2EUROPE ENTERPRISES OÜ||||
1c2d503a-461c-40e3-b923-df5c85eb3bb5|OPEROSE LABS OÜ|False|['Engineering', 'Software & Services']|OPEROSE LABS OÜ||||
1e2fe6a2-2182-40cd-b3af-7433b90da783|JETCELL TECHNOLOGIES OÜ|False|['Human Resource & Employment', 'Software & Services']|QPAGE.ONE||||
1fbac6ea-54c5-4232-a021-fe0e651d5fbe|DEVOLON OÜ|False|['Fintech', 'Software & Services']|DEVOLON|5000.00|||-75
2120f69d-2c51-465b-b9c9-4c4e05d59bd3|IDYLLUM LABS OÜ|False|['Software & Services']|IDYLLUM LABS||||
21a30f65-65d2-48ef-a057-3013d412674a|CAR RENTAL GATEWAY LIMITED EESTI FILIAAL|False|['Software & Services']|CAR RENTAL GATEWAY|517907.20|||30
227a517c-3b76-4d3d-9990-f54bc56a7e6f|PRECISION NAVIGATION SYSTEMS OÜ|False|['Infrastructure & Logistics', 'Agriculture, Aquaculture & Agritech', 'Deep tech']|PRECISION NAVIGATION SYSTEMS|18274.34|||44
23a7b230-ef2a-4189-b7d9-2e9202beeb3f|GRASPIC OÜ|False|['Entertainment', 'Software & Services']|GRASPIC||||
24e0a8ba-6931-4e97-b904-8cefee795558|PATRON.AI OÜ|False|['Data & Analytics', 'Software & Services']|PATRON.AI||||
26411924-434c-4cdc-b424-c68afda8f289|SMARTBNB OÜ|False|['Software & Services', 'Travel & Hospitality']|SMARTBNB OÜ|1323833.82|||-14
273fe3f6-02b7-49a8-9934-56ff1f41177f|HEALTHY ENGAGE TECHNOLOGY OÜ|False|['Fintech', 'Software & Services']|PORTMONE||||
2935a691-a61f-4667-853e-98d27f001209|ADDLIX OÜ|False|['Software & Services', 'Telecommunication & Services']|ADDLIX||||
2c80ed4f-b6ff-4057-b449-7c3bd8d3949a|INVENT-SOLUTIONS OÜ|False|['Software & Services', 'Entertainment', 'Edtech']|EXCELLENT JOBS||||
2d39e78a-7170-4a23-a8fa-07208a5928f3|VERTIGOGAMES OÜ|False|['Software & Services']|VERTIGO GAMES OÜ|2935320.81|||79
2ee62fc7-1877-48ab-a7ac-4771533f9299|SKUUPER OÜ|False|['Data & Analytics', 'Software & Services']|SKUUPER||||
341be135-63e9-4422-8641-f3a7becfbe27|DESEIROSE OÜ|False|['Data & Analytics', 'E-commerce', 'Software & Services']|POLLYMETRIX|28464.39|||-4
34c41da3-2837-4a70-8982-004519a9762d|BIOMETRIC TECHNOLOGIES OÜ|False|['Fintech', 'Software & Services']|IRISCAN|158.72|||-17
3530eb43-1a44-4667-86dc-a3979fc9dab1|KUB3 LABS OÜ|False|['Software & Services']|CATENACCIO FOOTBALL MANAGER BY KORONITE OÜ|-389.02|||-120
35750779-7e3a-465a-a08d-09220b4d2c02|ETHR OÜ|False|['Medical Devices']|ETHR|39150.00|||
3716b4de-90b3-4904-9329-da007dd74441|EASYFY OÜ|False|['Software & Services', 'Manufacturing']|FRANK.AI||||
380a9666-a7e8-4c72-9d62-3ea6b351cf68|MD AGENCY OÜ|False|['Software & Services']|MD AGENCY||||
3becfda0-8d53-4384-b7fc-36c0397b8e87|HOMESTUDY OÜ|False|['Software & Services', 'Edtech']|TAUT||||
49bed9eb-89ba-43c2-ac2d-fcd974afc6e9|BITEFUL OÜ|False|['Food, Beverage & Tobacco', 'Software & Services']|BITEFUL|1567.00|||-40
49fda4ab-fd61-4ab5-9b37-fc20ab5397ad|METRICS DEVELOPMENT OÜ|False|['Software & Services', 'Fintech']|TAP2PAY|21107.83|||-30
4ca36bd2-b39f-452b-847f-b786e6c4680e|ZIRITY OÜ|False|['Retail', 'Software & Services']|ZIRITY||||
5231122f-2356-42d0-b05c-ba8bfd5d4d55|PAYTAILOR OÜ|False|['Fintech', 'Software & Services']|PAYTAILOR|13.93|||-100
5780ff26-2ece-48ea-a1f5-e8ca69e2a9a6|REPORTAUTO OÜ|False|['Fintech', 'Transportation']|REPORTAUTO|76380.53|||161
58b2873f-2561-4c2e-9eae-7ba5a4fa9d2a|NEURISIUM OÜ|False|['Manufacturing', 'Engineering']|NEURISIUM|27836.05|||-60
590b3d22-c0e0-4a9b-a005-c8caa6ce7114|SAVAS OÜ|False|['Software & Services', 'Telecommunication & Services']|SAVAS CLOUD MARKETPLACE|886.65|||-61
59cb1f79-3a37-4244-b1a3-f8226aebf33c|EURORA SOLUTIONS OÜ|False|['Software & Services', 'E-commerce']|EURORA SOLUTIONS||||
59f5af1f-4171-45c8-8192-da6f2424abc7|TYMAP OÜ|False|['Consumer Services', 'Retail', 'Transportation']|TYMAP|6915.65|||165
5b7036e4-a05e-45b9-b23a-b252805ea302|SEANEST OÜ|False|['Engineering']|NOBE CARS|1745.08|||-82
5cd54b7e-9689-4ef1-bd1c-4b0d04797be7|VIDEOLEVELS OÜ|False|['Creative Industries', 'Entertainment', 'Software & Services']|VIDEOLEVELS OÜ|40483.97|||5
5d06a757-f7f9-4c11-8116-b1ff7b5e77c9|MRK DIGITAL OÜ|False|['Software & Services', 'Healthcare']|BABY-TRACKER||||
5d65c170-f33b-4f14-bbb9-64da6693e6ab|TIMETRIX OÜ|False|['Software & Services', 'Hardware & Electronic Equipment', 'Research & Consulting']|TIMETRIX||||
5dd27996-25dd-412e-83ae-cb530732a41f|SILKYWARE OÜ|False|['Consumer Services', 'Software & Services', 'Manufacturing', 'Telecommunication & Services', 'Household & Personal Products']|SILKYWARE OÜ||||
5e82e864-e9c2-4d6f-aafb-182e08eb0482|SHAREDTRIP OÜ|False|['Research & Consulting', 'Software & Services', 'Edtech']|INTROWISE||||
6001be51-3178-4cc8-9f6c-222005a88d0d|FINDMOTORS OÜ|False|['Manufacturing', 'Telecommunication & Services', 'Software & Services']|FINDMOTORS|2954.45|||-67
62abce90-7aec-494d-a3dd-5d17665e0a33|ARTINEERING OÜ|False|['Software & Services']|ARTINEERING|9199.62|||-33
62fdf739-7680-4798-821e-2eefa85d0f28|PULLUS CONSULTING OÜ|False|['Fintech', 'E-commerce', 'Software & Services']|EVAT|5563.00|||82
65cc3118-a1c2-4705-96be-568acee7e1da|ELMO RENT AS|False|['Energy', 'Data & Analytics', 'Transportation']|SELF-DRIVING ELMO RENT|8717.00|||468
6e811696-e8dd-4b97-8262-283ec02635fc|VOOREMET OÜ|False|['Agriculture, Aquaculture & Agritech']|VOOREMET||||
6f6024e7-2896-4ac7-8bff-54dfb928c4ea|FIRST INTERNATIONAL PLAY MONEY EXCHANGE OÜ|False|['Entertainment', 'Software & Services', 'Fintech']|FIPME|35.43|||
72ba3a63-77af-4e98-9cb5-a5dd9668820e|IPDX DIAGNOSTICS OÜ|False|['Science Tools & Services', 'Biotechnology', 'Healthcare']|IPDX||||
7b68ed28-0da2-486a-9c57-d7a63dcaae38|CHLOE & MATT OÜ|False|['Software & Services', 'Agriculture, Aquaculture & Agritech']|TANIBOX||||
7d9517b8-bff1-4e3e-a865-9fd9abc831b2|DATAME OÜ|False|['Data & Analytics', 'Software & Services', 'Fintech']|DATAME OÜ||||
7f5acc05-2c62-47b9-bed7-6af5af61ded1|MARINA AHOY OÜ|False|['Consumer Electronics & Appliances', 'Software & Services']|MARINA AHOY|2500.00|||131
7fcabb39-b250-4479-9191-703a45d79800|IOMOB TECHNOLOGIES OÜ|False|['Software & Services', 'Transportation']|IOMOB|153952.31|||100
819faf86-06c3-4b55-8b2c-490fb6f3cf11|PRICE&COST OÜ|False|['Software & Services', 'Fintech']|PRICE&COST||||
828ace3c-48b5-4a89-b815-3bb2a57ae380|PRIMESEARCH OÜ|False|['Deep tech', 'Software & Services', 'Data & Analytics']|PRIMESEARCH|6720.19|||311
847500de-2e88-49e4-85c0-3ddab22d86fa|THE END OÜ|False|['Software & Services', 'Consumer Services']|S I L E N T O||||
8481d808-4d77-4b34-bf76-40b4cf3adbbb|OSAÜHING MOTIFON|False|['Software & Services', 'Human Resource & Employment']|ZELOS|2098.80|||-45
87da4302-0293-42fb-b42c-d43890bc3ce2|OVERLAY TECHNOLOGY OÜ|False|['Manufacturing', 'Software & Services', 'Engineering']|VINICIUS MIGUEL||||
88e17cbc-5132-47f5-9553-10ab40fb005b|CHATCREATE OÜ|False|['Software & Services', 'Retail', 'Telecommunication & Services']|CHATCREATE||||
88e665f5-d0a1-47cf-a153-bf4f4d598f53|MARINEMON OÜ|False|['Software & Services']|MARINEMON||||
8a76fe7c-ad3b-4dda-bea8-ada4090b3fdd|LINK LABS OÜ|False|['Software & Services', 'Consumer Electronics & Appliances', 'Hardware & Electronic Equipment']|LINK LABS|33526.90|||78
8aa0b441-190f-47b1-979b-2c53f9004592|FORBER FOODS OÜ|False|['Software & Services']|EHITUSTARK|19217.10|||
8c306020-07b4-4ebb-b754-d6369692509d|KWAD OÜ|False|['Aerospace', 'E-commerce']|KWAD||||
8d1df75d-feb8-4138-b64b-7de80d342cc6|ASTRO CAPITAL OÜ|False|['Media', 'Software & Services']|DIGITALE.CO|24181.51|||14
910256e4-3905-41f7-be74-9394bd00c280|GLOCALZONE OÜ|False|['Fintech', 'Consumer Services', 'Transportation']|GLOCALZONE||||
9279c8d0-940f-4f93-a070-04d2b22ae5b0|NAUTE CREATIONS OÜ|False|['Proptech', 'Manufacturing']|SCAUTOR|11444.96|||17
94284814-d439-44a5-808d-9cb6d41ab8db|MACHINERIC SOLUTIONS OÜ|False|['Transportation', 'Construction', 'Software & Services']|MACHINERIC|37285.87|||41
94968f85-5acd-4f04-9033-22de8c203c76|VELMIO OÜ|False|['Software & Services', 'Healthcare', 'Medical Devices']|VELMIO||||
952c3448-51ca-4e59-a354-627dbee9538e|INTEPIA OÜ|False|['Telecommunication & Services', 'Transportation', 'Software & Services']|INTEPIA||||
9553312d-03ed-4516-88c3-b38b5f56b5d1|TEMPID OÜ|False|['Healthcare', 'Medical Devices']|TEMPID||||
9588dba1-7e6b-411b-bb6e-fb5a7d4f3d4a|STORADERA OÜ|False|['Software & Services', 'Data & Analytics']|STORADERA|21119.08|||15
9777ba13-3975-4614-a719-aaacd1d9eda7|MILVI OÜ|False|['E-commerce', 'Software & Services', 'Food, Beverage & Tobacco']|NOSI||||
97ad8650-f2b7-4a4f-b2c4-dbbf5c1b802c|TAXIGO TALLINN OÜ|False|['Transportation', 'Travel & Hospitality', 'Infrastructure & Logistics']|TAXIGO|43546.20|||-6
9cf075e8-33b3-4f1c-ac57-92f7d9b4fb1b|BEPRIME OÜ|False|['Software & Services']|BEPRIME||||
9d9c6f2a-d6bd-46b2-b330-ace259b9f318|PRIDEGAMESSTUDIO OÜ|False|['Software & Services']|PRIDEGAMESSTUDIO||||
9ee378f1-4359-4a23-a656-150853edc4a3|BETALGO OÜ|False|['Software & Services']|BETALGO OÜ||||
a384342b-6bc0-4ac2-9473-02f9e55fe052|ADOVINCI OÜ|False|['Software & Services', 'Media']|ADOVINCI|2834.33|||32
a4b2b1bf-4bc5-4a86-a566-4a3174c5c6df|CONNECTED BALTICS OÜ|False|['Telecommunication & Services', 'Data & Analytics']|CONNECTED BALTICS OÜ|5567.23|||46
a52265e0-00ce-4599-8210-5decab3a5b08|REXWOODS BALTIC OÜ|False|['Engineering']|REXWOOD MOBILE SAWMILL|23046.38|||194
a53b66c8-1edc-4cc6-9b84-6e39276bcfcd|SMART TOUCH SYSTEMS OÜ|False|['Consumer Services', 'Software & Services']|SMART TOUCH SYSTEMS||||
ac9eb7fd-8f1f-4600-8686-9e3dfeac70e7|RECOIL OÜ|False|['Defence', 'Consumer Electronics & Appliances']|RECOIL OÜ||||
af410ebf-8621-403b-b5fd-91f2ea15c27c|PEACOCK ESTONIA OÜ|False|['Household & Personal Products', 'Cleantech']|PEACOCK||||
b2fd0f3c-243d-4173-bcb7-d942aa8aa981|NETNIGMA OÜ|False|['Manufacturing', 'Software & Services']|NETNIGMA||||
bbca6773-415e-4718-803b-46d289c6e0a6|DATA CORPORATION OÜ|False|['Software & Services']|DATA CORPORATION OÜ||||
be3bddfe-791c-40cb-82df-7b4c1c9afcf4|REALIFIED OÜ|False|['Software & Services', 'Consumer Electronics & Appliances']|REXR||||
c17e79e8-e3dc-429c-ac75-657140b0dfdd|GENETO OÜ|False|['Biotechnology', 'Healthcare']|GENETO|11179.55|||66
c2421442-4492-411f-b7f9-794269c43ade|TODZ OÜ|False|['Human Resource & Employment', 'Consumer Services', 'Software & Services']|TODZ||||
c6429802-e3d8-46c0-8683-dbb27c00e07a|SUNMILL OÜ|False|['Cleantech', 'Fintech', 'Energy']|SUNMILL|177.41|||-100
c7295fb8-74de-41f9-8215-3ec7b14f2a99|HOTLEAD OÜ|False|['Software & Services', 'Consumer Services']|HOTLEAD||||
cafe2eea-062c-456a-8e91-acb350b3de8e|WECONTROL BUSINESS SERVICES OÜ|False|['Software & Services', 'Legaltech', 'Data & Analytics']|WECONTROL - GDPR COMPLIANCE ECO-SYSTEM|19288.00|||
cb87ed0e-8390-4d19-9049-c7c247e75d4a|ENDER TURING OÜ|False|['Data & Analytics', 'Software & Services', 'Telecommunication & Services']|ENDER TURING|237235.30|||181
cbb64c70-88dc-4990-bfc1-2e8fb906715e|FLOWBASE OÜ|False|['Deep tech', 'Software & Services', 'Manufacturing']|FLOWBASE||||
cd78a204-2c5d-42fc-b12e-afe38757f477|CLEARMIND OÜ|False|['Data & Analytics', 'Software & Services']|MYCARBI.COM||||
cf482591-ee55-4ab0-8ff7-2ba67f1bc3e2|UNSINKABLE ROBOTICS OÜ|False|['Deep tech', 'Maritime', 'Hardware & Electronic Equipment']|UNSINKABLE ROBOTICS||||
d105c5bd-6001-4fba-9400-8c548aebd558|EYT EESTI OÜ|False|['Consumer Services', 'Software & Services']|POCKETHELPER||||
d400a60e-119d-41ab-9ba1-9e7a2af0a604|VEXOR TRADE OÜ|False|['Software & Services', 'Edtech', 'Healthcare']|GOSLIM SCHOOL (VEXOR TRADE OU)||||
d5829056-fbcf-4113-8347-2608af8f7f59|TRAPMINE OÜ|False|['Software & Services']|TRAPMINE|52.75|||
d5ac4964-5f9d-42ce-98ea-41b14ae1f4e0|ALPHA 3D OÜ|False|['Deep tech', 'Software & Services', 'E-commerce']|ALPHA3D|3233.52|||-11
d85fc9b1-86d9-4946-939b-1cd41e96be48|MALKARAK OÜ|False|['Wellness', 'Healthcare', 'Digital Health']|UNDO | NATURAL MEDITATION|15474.77|||-53
d9eedbf4-c1f5-4ce3-a748-ca8a5ac23183|VOTEMO OÜ|False|['Software & Services', 'Media', 'Entertainment']|VOTEMO|14289.76|||-29
da47299f-02ee-40cd-8d74-6098165a7b30|CAPPTURE SOFTWARE OÜ|False|['Public services (exl. education)', 'Office Services', 'Software & Services']|CAPPTURE SOFTWARE|-1444.80|||
dc03d2b4-99f5-4a9a-b8be-847a87206021|NATU HOLDING OÜ|False|['Food, Beverage & Tobacco', 'Agriculture, Aquaculture & Agritech', 'Consumer Electronics & Appliances']|NATUFIA LABS||||
decb03f7-c08e-4245-a8e3-c99ae06556d4|PRE PRODUCTION OÜ|False|['Household & Personal Products', 'Software & Services']|FASHLAB|220176.91|||-16
e1df6209-6409-4d3d-8815-4cd8ce35d806|SCANAURIS OÜ|False|['Wellness', 'Healthcare', 'Manufacturing']|SCANAURIS||||
e3573720-243d-4bd3-860d-325e2bdf29d0|LIMESTONE GAMES OÜ|False|['Software & Services']|AEON MUST DIE! BY LIMESTONE GAMES PLC||||
e35a1a4b-2746-40aa-85a1-bab8243169bf|LAAVA TECH OÜ|False|['Data & Analytics', 'Agriculture, Aquaculture & Agritech', 'Hardware & Electronic Equipment']|LAAVA TECH||||
e3646065-da2d-4217-a7d7-c6275c76e361|TEAMSCOPE OÜ|False|['Software & Services']|TEAMSCOPE|598.08|||-92
e84b91f1-5e94-4b77-bf69-8fcc99f385c2|DIGITAL SPUTNIK LIGHTING OÜ|False|['Engineering', 'Hardware & Electronic Equipment']|DIGITAL SPUTNIK||||
ebead604-b3b8-4545-9ab0-e020226ea874|SMART NATURE OÜ|False|['Household & Personal Products', 'Consumer Electronics & Appliances', 'Software & Services']|ETNOBIRD||||
f020407a-89e7-4a5a-b91f-c8eca62cde31|PARCELSEA OÜ|False|['E-commerce', 'Infrastructure & Logistics', 'Consumer Electronics & Appliances']|PARCELSEA|84894.31|||2
f038b36b-4c59-44e2-9e44-4eac7e25a832|XENDIZ OÜ|False|['Telecommunication & Services', 'Manufacturing', 'Software & Services']|XENDIZ OÜ||||
f03c17e1-2413-435a-8c74-d192d0eb6a9f|SONNEFY OÜ|False|['Energy', 'Software & Services', 'Cleantech']|SONNEFY||||
f174a44a-c51e-423e-91d3-d5636c3d0164|SOFTBRIK OÜ|False|['Software & Services']|SOFTBRIK OU|1852.78|||931
f440dad4-5c97-4424-8f8f-b006bda8ba9e|SIMBIZNET OÜ|False|['Edtech', 'Software & Services']|VIRTONOMICS|6933.76|||-50
f62391a4-a9c1-4a6d-83cf-9192487f00ad|CITYNTEL OÜ|False|['Cleantech', 'Software & Services', 'Hardware & Electronic Equipment']|LUMOFLEX||||
f6555bd5-265d-4e35-82ec-1d9a4ae52fa6|CHORDCHORD OÜ|False|['Software & Services', 'Creative Industries', 'Entertainment']|CHORDCHORD|29246.01|||50
f68871cf-1b8f-4097-af40-c07dcf753056|CRABSEC OÜ|False|['Public services (exl. education)', 'Software & Services', 'Consumer Electronics & Appliances']|CRABSEC|14521.00|||-10
f6e1fcea-19fe-4076-9a2f-3bb4fb740dbf|TICKETSELL OÜ|False|['Software & Services', 'Data & Analytics', 'Entertainment']|TICKETSELL|2936.52|||
f8335e0d-30f2-4dd2-b7be-a26ab3a4956a|MASSANGULA BUANE OÜ|False|['Consumer Electronics & Appliances', 'Software & Services']|FESTIVALITY||||
f8526db9-4bd8-44c9-9e80-9f565893f679|VRNETIO OÜ|False|['Construction', 'Software & Services', 'Proptech']|VRNET||||
f8e7b91a-7c7e-49cc-ad09-f89060a6db28|ZEEW OÜ|False|['Software & Services']|ZEEW|17036.98|||15
f94636cc-c014-48cb-a0d5-3b4b056d5fff|TALENTSFUND OÜ|False|['Consumer Services', 'Data & Analytics', 'Manufacturing']|TALENTS.FUND||||
fb0cfdbb-b64b-4eb6-8ecd-69ed0875fa18|MODERN MOBILITY OÜ|False|['Public services (exl. education)', 'Software & Services', 'Transportation']|MODERN MOBILITY|1090.00|||27
fb94745f-1f15-408a-b127-8d52518adc5a|FORKLOG GROUP OÜ|False|['Media', 'Research & Consulting', 'Fintech']|FORKLOG GROUP OÜ||||
fccaf4a5-c866-4e61-8edf-39e3f292cd53|NEW DIGITAL OÜ|False|['Telecommunication & Services', 'Healthcare', 'Software & Services']|GRANDTIME||||
fe4bfef1-eea1-49e1-93cd-e1c08f3893d8|DIGIFLAK OÜ|False|['Consumer Electronics & Appliances', 'Software & Services']|DIGIFLAK||||
